drawing_category,location,age,participant_id,distance_cat_site,recognized,target_similarity
rabbit,San Jose,7,e21547848462737,0.0947265625,True,0.280517578125
airplane,San Jose,8,e21547238752953,0.04541015625,True,0.306396484375
chair,San Jose,6,e21547836732785,0.03515625,True,0.306396484375
car,San Jose,7,e21547242571962,0.0634765625,True,0.325439453125
airplane,San Jose,8,e21550698482522,0.04248046875,True,0.287109375
rabbit,San Jose,6,e21547237271293,0.0673828125,True,0.32666015625
chair,San Jose,9,e21555014219148,0.03515625,True,0.327392578125
house,San Jose,4,e21548455224165,0.08544921875,False,0.2457275390625
car,San Jose,4,e21547849860466,0.05615234375,True,0.316650390625
cat,San Jose,7,e21547242571962,0.048828125,False,0.260986328125
watch,San Jose,6,e21547230596884,0.06982421875,False,0.29150390625
bird,San Jose,7,e21548451831175,0.06591796875,True,0.322509765625
house,San Jose,6,e21547849081297,0.05029296875,False,0.2705078125
tree,San Jose,8,e21547677339884,0.029296875,True,0.302734375
airplane,San Jose,7,e21548098930405,0.04638671875,False,0.284912109375
house,San Jose,9,e21553793354436,0.06591796875,True,0.318603515625
watch,San Jose,4,e21549564465088,0.04638671875,False,0.286376953125
bird,San Jose,6,e21540577320461,0.0478515625,False,0.2568359375
watch,San Jose,5,e21544647022478,0.02783203125,False,0.291748046875
airplane,San Jose,5,e21542049031572,0.0498046875,False,0.270263671875
car,San Jose,6,e21541613545900,0.0458984375,True,0.3173828125
watch,San Jose,9,e21553889536940,0.08056640625,True,0.302734375
bird,San Jose,8,e21550694845595,0.0439453125,True,0.309326171875
rabbit,San Jose,9,e21556226883192,0.0595703125,True,0.267578125
car,San Jose,8,e21548104824451,0.0419921875,True,0.324462890625
hat,San Jose,8,e21545166957201,0.0517578125,False,0.260009765625
house,San Jose,5,e21542218678125,0.0302734375,True,0.310302734375
bike,San Jose,7,e21548107987673,0.0400390625,True,0.322998046875
bike,San Jose,5,e21544819304302,0.0380859375,False,0.267333984375
airplane,San Jose,9,e21554930039176,0.06103515625,True,0.321533203125
bike,San Jose,4,e21547070395780,0.06103515625,False,0.263671875
house,San Jose,6,e21548094649748,0.04541015625,True,0.309326171875
bike,San Jose,6,e21547668018017,0.0341796875,True,0.2763671875
house,San Jose,4,e21547242197593,0.07861328125,False,0.2303466796875
bike,San Jose,7,e21548106388954,0.04443359375,True,0.33544921875
house,San Jose,9,e21555004796019,0.0771484375,True,0.327880859375
cup,San Jose,7,e21547247873170,0.04638671875,False,0.2578125
watch,San Jose,4,e21547071853117,0.029296875,False,0.292236328125
cat,San Jose,6,e21542050776864,0.0654296875,False,0.27734375
cat,San Jose,8,e21548104824451,0.0595703125,True,0.275390625
hat,San Jose,5,e21542225408593,0.04248046875,True,0.312744140625
tree,San Jose,6,e21547845453981,0.0517578125,False,0.2529296875
house,San Jose,5,e21547066393058,0.02783203125,True,0.316650390625
bird,San Jose,6,e21545255128573,0.08056640625,False,0.263671875
cat,San Jose,9,e21552765156167,0.05859375,True,0.317138671875
bird,San Jose,7,e21548873811739,0.0732421875,True,0.292724609375
house,San Jose,4,e21547241159990,0.06689453125,False,0.2451171875
watch,San Jose,4,e21547836177154,0.0478515625,False,0.298828125
house,San Jose,7,e21545255476223,0.052734375,True,0.328369140625
cup,San Jose,6,e21547240775263,0.025390625,False,0.262939453125
cat,San Jose,8,e21547232289747,0.08837890625,False,0.255126953125
car,San Jose,4,e21548445362792,0.0458984375,False,0.261962890625
bird,San Jose,5,e21541195324779,0.09765625,False,0.2398681640625
house,San Jose,7,e21548451831175,0.0703125,False,0.263916015625
car,San Jose,8,e21547232289747,0.0546875,True,0.283203125
airplane,San Jose,7,e21542049475400,0.05419921875,False,0.283935546875
watch,San Jose,4,e21547070395780,0.07421875,True,0.2958984375
watch,San Jose,5,e21544819304302,0.04345703125,True,0.32861328125
hat,San Jose,7,e21547069129052,0.03271484375,True,0.3017578125
chair,San Jose,4,e21547663022993,0.041015625,False,0.269775390625
rabbit,San Jose,9,e21556311534736,0.04443359375,True,0.3056640625
bird,San Jose,4,e21548455224165,0.05908203125,False,0.262451171875
bike,San Jose,9,e21553889536940,0.04443359375,True,0.328369140625
bike,San Jose,5,e21544647022478,0.02734375,False,0.28515625
chair,San Jose,6,e21547240775263,0.06884765625,True,0.332275390625
bike,San Jose,4,e21549564465088,0.05517578125,False,0.260498046875
bird,San Jose,7,e21547061122742,0.06005859375,False,0.259521484375
house,San Jose,8,e21550694845595,0.044921875,True,0.341064453125
house,San Jose,9,e21553292202608,0.0439453125,True,0.321533203125
car,San Jose,5,e21545243809095,0.04052734375,False,0.274658203125
rabbit,San Jose,8,e21547674347301,0.04150390625,True,0.309814453125
watch,San Jose,7,e21544820627246,0.07373046875,True,0.33056640625
hat,San Jose,7,e21542049475400,0.13818359375,True,0.296875
car,San Jose,4,e21547668526141,0.05859375,False,0.2607421875
bird,San Jose,5,e21542218678125,0.04443359375,False,0.26904296875
bike,San Jose,6,e21547230596884,0.0693359375,True,0.316162109375
car,San Jose,8,e21549650853022,0.0693359375,True,0.322509765625
house,San Jose,8,e21547849501667,0.09716796875,False,0.251953125
house,San Jose,8,e21548100335223,0.068359375,False,0.276611328125
tree,San Jose,9,e21556311534736,0.07763671875,True,0.2958984375
cat,San Jose,4,e21547668526141,0.052734375,False,0.27587890625
tree,San Jose,8,e21550690726876,0.044921875,True,0.311279296875
house,San Jose,7,e21548873811739,0.0615234375,True,0.31884765625
bike,San Jose,6,e21547238095569,0.0712890625,True,0.309326171875
cat,San Jose,9,e21554930039176,0.0810546875,False,0.264404296875
bike,San Jose,8,e21550696453174,0.07177734375,False,0.269287109375
hat,San Jose,9,e21552766577513,0.09912109375,False,0.2734375
chair,San Jose,9,e21554499556910,0.08251953125,True,0.290283203125
house,San Jose,8,e21542229353364,0.056640625,True,0.329345703125
airplane,San Jose,7,e21548958550335,0.06396484375,False,0.275634765625
rabbit,San Jose,5,e21542218678125,0.0908203125,True,0.29541015625
house,San Jose,9,e21556226883192,0.0595703125,True,0.310302734375
cup,San Jose,5,e21542061442525,0.05322265625,True,0.312744140625
airplane,San Jose,9,e21552765156167,0.029296875,False,0.290771484375
house,San Jose,5,e21542047659207,0.03173828125,True,0.31103515625
rabbit,San Jose,8,e21548449754672,0.0302734375,True,0.3037109375
cup,San Jose,9,e21554499556910,0.04150390625,False,0.3095703125
chair,San Jose,5,e21542061442525,0.04150390625,True,0.349609375
watch,San Jose,9,e21555523952200,0.12158203125,False,0.2496337890625
watch,San Jose,5,e21544821083289,0.029296875,True,0.30859375
airplane,San Jose,8,e21548104824451,0.06005859375,True,0.295654296875
bike,San Jose,7,e21548098146005,0.08251953125,False,0.272216796875
car,San Jose,9,e21554930039176,0.0693359375,True,0.275634765625
house,San Jose,8,e21547677339884,0.03564453125,True,0.327392578125
bird,San Jose,4,e21547060282520,0.0478515625,False,0.255859375
tree,San Jose,7,e21547061122742,0.07177734375,True,0.316650390625
bike,San Jose,8,e21550687622483,0.056640625,True,0.334228515625
car,San Jose,8,e21545166957201,0.03564453125,True,0.30126953125
cat,San Jose,8,e21550698482522,0.060546875,False,0.2578125
hat,San Jose,6,e21542050776864,0.0537109375,True,0.313232421875
watch,San Jose,9,e21554324047717,0.0693359375,True,0.291015625
cat,San Jose,8,e21547238752953,0.07666015625,False,0.28662109375
tree,San Jose,9,e21553793354436,0.0478515625,True,0.307861328125
airplane,San Jose,6,e21547232670235,0.0478515625,True,0.295654296875
chair,San Jose,9,e21555531146821,0.0546875,True,0.3310546875
cup,San Jose,4,e21541799408496,0.052734375,False,0.297119140625
hat,San Jose,9,e21552765156167,0.0537109375,True,0.319091796875
hat,San Jose,6,e21541613545900,0.06494140625,False,0.282958984375
car,San Jose,7,e21548098930405,0.0732421875,False,0.2454833984375
airplane,San Jose,9,e21552764741235,0.0390625,True,0.294921875
watch,San Jose,6,e21547073155004,0.09130859375,False,0.2666015625
airplane,San Jose,4,e21547672389753,0.08447265625,False,0.2474365234375
chair,San Jose,9,e21553797665751,0.0654296875,True,0.305419921875
car,San Jose,5,e21541616746618,0.0849609375,False,0.276611328125
house,San Jose,6,e21547845453981,0.04443359375,False,0.29833984375
rabbit,San Jose,6,e21547849081297,0.0234375,True,0.326416015625
cat,San Jose,5,e21541616746618,0.10693359375,False,0.24072265625
bird,San Jose,9,e21556311534736,0.072265625,False,0.25830078125
airplane,San Jose,5,e21542223602317,0.060546875,False,0.26318359375
tree,San Jose,4,e21547242197593,0.05615234375,False,0.27392578125
house,San Jose,6,e21547237271293,0.08056640625,True,0.2822265625
bike,San Jose,4,e21547664938821,0.03955078125,False,0.26513671875
car,San Jose,8,e21547238752953,0.06005859375,True,0.31884765625
cup,San Jose,9,e21553797665751,0.02685546875,True,0.310302734375
tree,San Jose,4,e21547241159990,0.09521484375,True,0.280029296875
cup,San Jose,9,e21555531146821,0.05712890625,True,0.31396484375
watch,San Jose,7,e21548441283760,0.052734375,True,0.275390625
cat,San Jose,8,e21545166957201,0.0986328125,False,0.259765625
tree,San Jose,5,e21547066393058,0.06494140625,False,0.26123046875
airplane,San Jose,7,e21547242571962,0.046875,True,0.343994140625
rabbit,San Jose,7,e21547061122742,0.048828125,True,0.290283203125
cat,San Jose,4,e21541799408496,0.0498046875,False,0.2685546875
house,San Jose,4,e21547070395780,0.0703125,False,0.25634765625
airplane,San Jose,9,e21555014219148,0.09619140625,True,0.322998046875
tree,San Jose,4,e21548451296118,0.0439453125,False,0.272216796875
airplane,San Jose,4,e21547673281903,0.052734375,False,0.26220703125
house,San Jose,7,e21548107987673,0.08544921875,False,0.265380859375
rabbit,San Jose,6,e21542224218088,0.04443359375,True,0.273193359375
car,San Jose,9,e21555531146821,0.05224609375,True,0.312744140625
cup,San Jose,5,e21542225408593,0.0263671875,False,0.2978515625
rabbit,San Jose,8,e21550696453174,0.05517578125,True,0.288818359375
cup,San Jose,8,e21547238752953,0.06298828125,False,0.27392578125
chair,San Jose,5,e21541616746618,0.04833984375,False,0.270263671875
hat,San Jose,7,e21547247873170,0.03076171875,True,0.320556640625
watch,San Jose,7,e21548096758313,0.029296875,True,0.302978515625
watch,San Jose,7,e21545255476223,0.0703125,True,0.273681640625
bike,San Jose,5,e21547066393058,0.0498046875,False,0.293701171875
cat,San Jose,9,e21555531146821,0.06640625,False,0.261962890625
bird,San Jose,6,e21547238095569,0.04052734375,True,0.324951171875
house,San Jose,7,e21547844653939,0.0302734375,True,0.317138671875
cup,San Jose,7,e21548098930405,0.0361328125,True,0.321044921875
car,San Jose,4,e21541799408496,0.06201171875,False,0.287109375
bike,San Jose,9,e21555004796019,0.05615234375,True,0.3203125
bike,San Jose,4,e21547242197593,0.0458984375,False,0.261474609375
bike,San Jose,8,e21548449754672,0.06982421875,True,0.312255859375
tree,San Jose,9,e21553637857619,0.0556640625,False,0.2890625
watch,San Jose,8,e21547849501667,0.08642578125,False,0.2568359375
car,San Jose,9,e21554499556910,0.0546875,True,0.32421875
rabbit,San Jose,4,e21548451296118,0.1396484375,False,0.261962890625
watch,San Jose,9,e21555533816883,0.078125,False,0.267333984375
cup,San Jose,5,e21542049031572,0.05419921875,False,0.283935546875
bird,San Jose,4,e21547071853117,0.09765625,False,0.25244140625
cat,San Jose,5,e21542061442525,0.04345703125,True,0.309814453125
tree,San Jose,6,e21542224218088,0.05615234375,True,0.288818359375
car,San Jose,8,e21548105648196,0.03662109375,True,0.310791015625
watch,San Jose,8,e21548100335223,0.041015625,True,0.32421875
cat,San Jose,6,e21548097384364,0.05029296875,False,0.26220703125
watch,San Jose,7,e21548873811739,0.04296875,True,0.326904296875
watch,San Jose,4,e21547243566891,0.02490234375,True,0.309814453125
watch,San Jose,6,e21545255128573,0.08203125,True,0.3017578125
rabbit,San Jose,4,e21547664938821,0.078125,False,0.27783203125
watch,San Jose,9,e21553292202608,0.02490234375,True,0.30517578125
bird,San Jose,9,e21553889536940,0.06298828125,True,0.3310546875
tree,San Jose,8,e21550687622483,0.05029296875,False,0.25830078125
house,San Jose,7,e21544820627246,0.044921875,True,0.332763671875
bird,San Jose,4,e21549564465088,0.083984375,False,0.2413330078125
bike,San Jose,7,e21547061122742,0.05517578125,True,0.328369140625
airplane,San Jose,7,e21547247873170,0.0439453125,False,0.278076171875
car,San Jose,5,e21542061442525,0.04150390625,True,0.281982421875
cat,San Jose,8,e21548105648196,0.0546875,True,0.316162109375
house,San Jose,4,e21540576907849,0.08447265625,False,0.26025390625
car,San Jose,6,e21548097384364,0.0595703125,True,0.262939453125
rabbit,San Jose,9,e21550773711411,0.03466796875,True,0.28759765625
car,San Jose,7,e21542224706912,0.05078125,False,0.284423828125
cat,San Jose,9,e21554499556910,0.0498046875,True,0.305419921875
bike,San Jose,4,e21548455224165,0.05224609375,False,0.272705078125
hat,San Jose,4,e21547673281903,0.04638671875,False,0.2880859375
rabbit,San Jose,9,e21553637857619,0.0380859375,True,0.310546875
chair,San Jose,9,e21554930039176,0.0751953125,True,0.34619140625
chair,San Jose,5,e21541191137910,0.0478515625,True,0.314697265625
hat,San Jose,6,e21542220695445,0.03515625,False,0.259521484375
house,San Jose,9,e21555523952200,0.03173828125,True,0.31982421875
house,San Jose,5,e21544821083289,0.05712890625,False,0.28076171875
hat,San Jose,5,e21543432563054,0.03662109375,False,0.26904296875
chair,San Jose,8,e21549650853022,0.05615234375,False,0.280029296875
watch,San Jose,8,e21547677339884,0.0771484375,True,0.30126953125
house,San Jose,5,e21542053241209,0.05419921875,False,0.2900390625
hat,San Jose,6,e21547834597252,0.06494140625,False,0.26220703125
house,San Jose,8,e21548096119835,0.04541015625,False,0.311767578125
house,San Jose,4,e21547246292717,0.09228515625,False,0.2320556640625
cup,San Jose,5,e21541191137910,0.07373046875,False,0.2548828125
tree,San Jose,6,e21547238095569,0.080078125,False,0.263427734375
house,San Jose,8,e21550689187843,0.0322265625,True,0.322998046875
watch,San Jose,8,e21542229353364,0.0908203125,True,0.3193359375
watch,San Jose,9,e21556226883192,0.0263671875,True,0.30615234375
bird,San Jose,9,e21553637857619,0.03759765625,False,0.2705078125
house,San Jose,5,e21544206692186,0.03662109375,True,0.30712890625
watch,San Jose,6,e21547237271293,0.0673828125,True,0.321533203125
tree,San Jose,4,e21547071853117,0.04736328125,False,0.26904296875
rabbit,San Jose,6,e21547230596884,0.11669921875,True,0.28759765625
bird,San Jose,6,e21542224218088,0.1064453125,False,0.26904296875
bike,San Jose,8,e21547674347301,0.03564453125,False,0.27294921875
cat,San Jose,4,e21547663022993,0.06689453125,False,0.263671875
tree,San Jose,4,e21547836177154,0.0634765625,False,0.2626953125
house,San Jose,7,e21548441283760,0.04736328125,True,0.339111328125
tree,San Jose,5,e21544647022478,0.0634765625,False,0.27490234375
car,San Jose,4,e21547663022993,0.09423828125,False,0.242919921875
airplane,San Jose,5,e21543432563054,0.091796875,False,0.25439453125
house,San Jose,8,e21547845878342,0.064453125,True,0.303466796875
tree,San Jose,7,e21548107987673,0.06982421875,False,0.28076171875
bike,San Jose,7,e21547848462737,0.04931640625,False,0.26513671875
rabbit,San Jose,7,e21547667337924,0.05078125,True,0.281005859375
chair,San Jose,9,e21552765156167,0.0244140625,True,0.29833984375
house,San Jose,4,e21548451296118,0.06396484375,False,0.26220703125
tree,San Jose,6,e21547668018017,0.05029296875,False,0.296875
tree,San Jose,4,e21547070395780,0.05224609375,True,0.306396484375
tree,San Jose,5,e21544819304302,0.0478515625,False,0.2822265625
chair,San Jose,6,e21542050776864,0.07080078125,True,0.2822265625
airplane,San Jose,7,e21542224706912,0.15283203125,True,0.2265625
bird,San Jose,5,e21544821083289,0.05126953125,True,0.32275390625
bird,San Jose,8,e21550689187843,0.0703125,True,0.323974609375
airplane,San Jose,9,e21554499556910,0.0458984375,False,0.29443359375
cup,San Jose,6,e21541613545900,0.04345703125,False,0.28564453125
rabbit,San Jose,7,e21544820627246,0.0498046875,True,0.334716796875
airplane,San Jose,8,e21548105648196,0.04443359375,False,0.266845703125
cup,San Jose,6,e21542050776864,0.0556640625,False,0.30615234375
house,San Jose,9,e21553637857619,0.05029296875,False,0.26953125
bike,San Jose,6,e21547237271293,0.0283203125,True,0.3134765625
tree,San Jose,7,e21548106388954,0.06494140625,True,0.2958984375
bike,San Jose,6,e21547845453981,0.064453125,False,0.26611328125
house,San Jose,9,e21550773711411,0.06640625,True,0.318115234375
hat,San Jose,9,e21555102208611,0.05224609375,False,0.289306640625
tree,San Jose,7,e21547667337924,0.0693359375,True,0.3076171875
bike,San Jose,9,e21556226883192,0.02392578125,False,0.28515625
rabbit,San Jose,6,e21547668018017,0.0810546875,False,0.251953125
chair,San Jose,5,e21542223602317,0.03271484375,True,0.302490234375
cup,San Jose,4,e21547849860466,0.02392578125,True,0.312744140625
bird,San Jose,5,e21544206692186,0.0439453125,False,0.292724609375
rabbit,San Jose,4,e21547070395780,0.05126953125,True,0.283935546875
bike,San Jose,8,e21542229353364,0.041015625,True,0.333251953125
bird,San Jose,7,e21548441283760,0.046875,True,0.30615234375
cat,San Jose,4,e21547673281903,0.06982421875,False,0.235107421875
hat,San Jose,9,e21554499556910,0.02734375,False,0.27294921875
cup,San Jose,4,e21547672389753,0.0263671875,False,0.28955078125
bird,San Jose,5,e21547062251659,0.06640625,False,0.25537109375
house,San Jose,8,e21550696453174,0.09326171875,False,0.287353515625
watch,San Jose,8,e21550690726876,0.03857421875,True,0.3193359375
cat,San Jose,9,e21555014219148,0.060546875,True,0.3232421875
hat,San Jose,6,e21548097384364,0.14697265625,True,0.299560546875
bird,San Jose,9,e21554324047717,0.0654296875,False,0.276123046875
cup,San Jose,5,e21542223602317,0.02783203125,False,0.284912109375
cat,San Jose,6,e21547836732785,0.07470703125,True,0.287109375
car,San Jose,4,e21547673281903,0.0595703125,False,0.262451171875
bird,San Jose,6,e21547073155004,0.041015625,True,0.29296875
bike,San Jose,5,e21542047659207,0.0361328125,False,0.257080078125
bird,San Jose,6,e21541017927896,0.05859375,True,0.30712890625
chair,San Jose,6,e21547232670235,0.07177734375,False,0.27197265625
rabbit,San Jose,7,e21548106388954,0.056640625,False,0.25830078125
airplane,San Jose,9,e21555531146821,0.0478515625,True,0.30859375
airplane,San Jose,9,e21553797665751,0.03564453125,True,0.322265625
rabbit,San Jose,7,e21547844653939,0.04541015625,True,0.282470703125
watch,San Jose,6,e21547849081297,0.0517578125,False,0.29931640625
watch,San Jose,5,e21541195324779,0.03759765625,True,0.296142578125
car,San Jose,5,e21543432563054,0.03857421875,True,0.33544921875
bird,San Jose,5,e21544819304302,0.0732421875,False,0.2626953125
rabbit,San Jose,5,e21544206692186,0.0810546875,False,0.266845703125
cat,San Jose,6,e21547834597252,0.07763671875,False,0.274658203125
watch,San Jose,7,e21547061122742,0.03759765625,True,0.305908203125
bike,San Jose,8,e21550694845595,0.02978515625,True,0.321044921875
tree,San Jose,5,e21544821083289,0.11083984375,False,0.2568359375
house,San Jose,6,e21547238095569,0.05859375,True,0.321044921875
cat,San Jose,6,e21542220695445,0.08251953125,True,0.27783203125
tree,San Jose,8,e21550689187843,0.041015625,True,0.312744140625
tree,San Jose,4,e21547246292717,0.05322265625,False,0.2744140625
cup,San Jose,7,e21542049475400,0.05615234375,True,0.308837890625
tree,San Jose,5,e21542053241209,0.06494140625,False,0.26416015625
tree,San Jose,8,e21548096119835,0.06591796875,False,0.28076171875
rabbit,San Jose,6,e21547073155004,0.0537109375,True,0.288818359375
rabbit,San Jose,6,e21541017927896,0.09228515625,True,0.275390625
car,San Jose,6,e21541008354503,0.06689453125,False,0.2578125
cat,San Jose,5,e21543432563054,0.1298828125,False,0.249267578125
car,San Jose,6,e21547834597252,0.06494140625,True,0.281494140625
bike,San Jose,9,e21555533816883,0.0654296875,True,0.32861328125
rabbit,San Jose,8,e21547845878342,0.05517578125,True,0.317138671875
bike,San Jose,8,e21547849501667,0.046875,True,0.296142578125
bird,San Jose,7,e21547667337924,0.04833984375,True,0.30224609375
chair,San Jose,5,e21542057631101,0.0400390625,True,0.2919921875
watch,San Jose,5,e21547066393058,0.0810546875,True,0.2744140625
cup,San Jose,7,e21547069129052,0.0263671875,True,0.29931640625
bike,San Jose,7,e21548096758313,0.0263671875,True,0.32958984375
rabbit,San Jose,9,e21555523952200,0.14453125,False,0.258544921875
rabbit,San Jose,5,e21544821083289,0.04345703125,True,0.306396484375
watch,San Jose,4,e21547241159990,0.02099609375,True,0.304931640625
tree,San Jose,9,e21554324047717,0.06494140625,True,0.294677734375
house,San Jose,4,e21549564465088,0.0556640625,False,0.283447265625
watch,San Jose,9,e21553793354436,0.06787109375,True,0.295654296875
hat,San Jose,6,e21547240775263,0.05810546875,True,0.30029296875
rabbit,San Jose,8,e21548096119835,0.0546875,False,0.264892578125
rabbit,San Jose,5,e21542053241209,0.0458984375,True,0.281005859375
tree,San Jose,6,e21541017927896,0.05029296875,True,0.29736328125
tree,San Jose,6,e21547073155004,0.03759765625,True,0.319091796875
chair,San Jose,7,e21547069129052,0.02734375,True,0.330322265625
bird,San Jose,4,e21540576907849,0.0390625,False,0.263427734375
hat,San Jose,4,e21547663022993,0.03564453125,False,0.275390625
tree,San Jose,8,e21547845878342,0.09423828125,False,0.251220703125
cup,San Jose,4,e21540576907849,0.05224609375,False,0.284423828125
airplane,San Jose,5,e21547066393058,0.05322265625,False,0.267333984375
cat,San Jose,5,e21542047659207,0.04638671875,True,0.286865234375
rabbit,San Jose,6,e21542050776864,0.0556640625,True,0.2861328125
rabbit,San Jose,9,e21552765156167,0.04150390625,True,0.318115234375
bike,San Jose,6,e21547836732785,0.0390625,True,0.305908203125
airplane,San Jose,8,e21548449754672,0.0419921875,True,0.30322265625
cup,San Jose,7,e21544820627246,0.06494140625,True,0.336669921875
tree,San Jose,5,e21542223602317,0.046875,True,0.288330078125
rabbit,San Jose,6,e21541613545900,0.0537109375,True,0.2900390625
bird,San Jose,7,e21547069129052,0.05859375,False,0.26123046875
car,San Jose,8,e21547677339884,0.10498046875,True,0.316162109375
hat,San Jose,6,e21547849081297,0.0380859375,True,0.2744140625
hat,San Jose,5,e21541195324779,0.037109375,True,0.321533203125
airplane,San Jose,6,e21548094649748,0.041015625,True,0.302001953125
house,San Jose,9,e21554930039176,0.0615234375,False,0.281982421875
hat,San Jose,4,e21548455224165,0.0458984375,True,0.30224609375
tree,San Jose,9,e21552764741235,0.06005859375,True,0.308837890625
bike,San Jose,4,e21547673281903,0.0869140625,False,0.2398681640625
tree,San Jose,4,e21547849860466,0.07568359375,False,0.275634765625
house,San Jose,5,e21542049031572,0.07470703125,False,0.265625
car,San Jose,5,e21542047659207,0.03857421875,True,0.333740234375
rabbit,San Jose,7,e21548958550335,0.03369140625,True,0.321533203125
cup,San Jose,7,e21547667337924,0.05615234375,False,0.2890625
rabbit,San Jose,9,e21552766577513,0.04296875,True,0.318359375
car,San Jose,7,e21547848462737,0.04443359375,True,0.32861328125
house,San Jose,7,e21548098930405,0.0283203125,True,0.313720703125
tree,San Jose,8,e21548104824451,0.04638671875,False,0.27490234375
cup,San Jose,7,e21548106388954,0.0654296875,True,0.330810546875
cat,San Jose,6,e21547237271293,0.06103515625,True,0.298583984375
rabbit,San Jose,7,e21547242571962,0.0478515625,True,0.309814453125
airplane,San Jose,6,e21547849081297,0.03515625,False,0.28125
hat,San Jose,6,e21548094649748,0.064453125,True,0.3427734375
airplane,San Jose,5,e21541195324779,0.060546875,False,0.305908203125
chair,San Jose,7,e21548107987673,0.072265625,False,0.29052734375
bird,San Jose,7,e21542049475400,0.046875,True,0.327880859375
house,San Jose,8,e21545166957201,0.046875,True,0.306396484375
tree,San Jose,6,e21541613545900,0.0498046875,True,0.297607421875
chair,San Jose,6,e21547668018017,0.03759765625,False,0.289794921875
rabbit,San Jose,6,e21547232670235,0.05517578125,False,0.2802734375
house,San Jose,5,e21542225408593,0.04345703125,False,0.2841796875
hat,San Jose,9,e21555004796019,0.03857421875,True,0.323486328125
hat,San Jose,4,e21547242197593,0.03125,True,0.321533203125
chair,San Jose,7,e21547844653939,0.06005859375,False,0.280517578125
house,San Jose,8,e21547238752953,0.0517578125,True,0.31884765625
cup,San Jose,5,e21544819304302,0.05419921875,True,0.322265625
cup,San Jose,4,e21547070395780,0.0400390625,False,0.271240234375
rabbit,San Jose,4,e21547849860466,0.05078125,True,0.310546875
cat,San Jose,7,e21547848462737,0.06640625,False,0.26708984375
car,San Jose,6,e21547845453981,0.0458984375,True,0.32568359375
chair,San Jose,5,e21547062251659,0.06396484375,False,0.266357421875
hat,San Jose,8,e21547674347301,0.03271484375,True,0.3251953125
airplane,San Jose,8,e21550690726876,0.0546875,True,0.2978515625
watch,San Jose,4,e21541799408496,0.05517578125,True,0.297607421875
bird,San Jose,9,e21552766577513,0.064453125,True,0.315185546875
tree,San Jose,5,e21542057631101,0.07958984375,True,0.302001953125
bird,San Jose,7,e21547242571962,0.109375,False,0.24560546875
cup,San Jose,6,e21547073155004,0.044921875,False,0.2802734375
watch,San Jose,9,e21555102208611,0.07421875,False,0.2548828125
bird,San Jose,5,e21542223602317,0.06494140625,False,0.261962890625
cat,San Jose,7,e21548096758313,0.0595703125,True,0.310791015625
watch,San Jose,9,e21553797665751,0.0302734375,True,0.29052734375
bird,San Jose,6,e21547232670235,0.0546875,False,0.265380859375
chair,San Jose,6,e21541017927896,0.04443359375,True,0.334228515625
cat,San Jose,7,e21545255476223,0.04638671875,True,0.298828125
bird,San Jose,9,e21552764741235,0.0771484375,True,0.297607421875
bird,San Jose,4,e21547672389753,0.0576171875,False,0.276611328125
cup,San Jose,5,e21547062251659,0.0419921875,False,0.266845703125
cup,San Jose,7,e21548441283760,0.056640625,False,0.269287109375
cup,San Jose,5,e21544206692186,0.03369140625,False,0.304443359375
bird,San Jose,4,e21547849860466,0.04345703125,False,0.2802734375
car,San Jose,7,e21548451831175,0.04052734375,False,0.286376953125
hat,San Jose,4,e21547060282520,0.0498046875,True,0.30810546875
house,San Jose,8,e21547232289747,0.04931640625,False,0.28564453125
house,San Jose,4,e21548445362792,0.0810546875,False,0.2646484375
watch,San Jose,7,e21542224706912,0.07080078125,True,0.27099609375
cat,San Jose,8,e21547849501667,0.07470703125,True,0.29638671875
cat,San Jose,9,e21555533816883,0.0556640625,True,0.29833984375
cup,San Jose,8,e21548096119835,0.0205078125,False,0.294921875
cat,San Jose,7,e21548873811739,0.0517578125,False,0.26220703125
tree,San Jose,7,e21542049475400,0.04736328125,True,0.279296875
car,San Jose,6,e21540577320461,0.03857421875,True,0.33154296875
cup,San Jose,4,e21547246292717,0.07275390625,False,0.252685546875
car,San Jose,8,e21550694845595,0.046875,True,0.302490234375
rabbit,San Jose,7,e21547069129052,0.056640625,True,0.311279296875
car,San Jose,4,e21547243566891,0.06591796875,False,0.263671875
cup,San Jose,9,e21555523952200,0.04150390625,False,0.291748046875
car,San Jose,6,e21545255128573,0.04736328125,True,0.291259765625
hat,San Jose,9,e21556311534736,0.025390625,True,0.304931640625
cat,San Jose,6,e21540577320461,0.06884765625,False,0.272705078125
bike,San Jose,6,e21541008354503,0.11865234375,False,0.2496337890625
watch,San Jose,8,e21548105648196,0.04052734375,True,0.3388671875
car,San Jose,8,e21548100335223,0.05712890625,False,0.2529296875
hat,San Jose,8,e21550690726876,0.0439453125,True,0.276611328125
bird,San Jose,7,e21548958550335,0.064453125,True,0.28515625
car,San Jose,9,e21555533816883,0.03564453125,True,0.31689453125
hat,San Jose,8,e21542229353364,0.07275390625,False,0.29150390625
cat,San Jose,5,e21541195324779,0.0439453125,False,0.27783203125
watch,San Jose,6,e21547834597252,0.08203125,False,0.272705078125
house,San Jose,9,e21552766577513,0.06494140625,True,0.31982421875
house,San Jose,5,e21542223602317,0.0751953125,False,0.253662109375
airplane,San Jose,6,e21547237271293,0.07177734375,True,0.32373046875
